match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S08M013,2,36,24,150.0,59-5(5.4),,0,5 off 2,30 off 21,1 off 1,Siddhesh Veer,MI,10-129 (95),pace
S08M030,2,32,9,355.56,184-5(16.5),216-8(20.0),0,,,32 off 9,Siddhesh Veer,MI,8-216 (120),pace
S08M037,2,6,2,300.0,187-4(16.4),,1,,,6 off 2,Siddhesh Veer,MI,4-193 (101),spin
S08M015,1,26,12,216.67,207-4(17.4),,0,,,26 off 12,Ritik Vats,DC,4-235 (120),spin
S08M020,1,7,4,175.0,182-4(17.0),185-5(17.5),1,,,7 off 4,Ritik Vats,DC,5-222 (120),spin
S08M034,1,39,22,177.27,9-1(0.5),82-2(7.4),1,37 off 17,2 off 5,,Ritik Vats,DC,3-250 (120),spin
S08M010,1,14,15,93.33,88-3(9.3),122-6(14.1),1,,14 off 15,,R Parag,GT,10-193 (120),pace
S08M035,1,9,9,100.0,68-3(7.5),84-5(10.4),0,,9 off 9,,R Parag,GT,8-172 (120),pace
S08M039,1,40,20,200.0,137-3(13.4),201-4(19.1),1,,15 off 6,25 off 14,R Parag,GT,4-220 (120),neutralish
S08M003,1,4,2,200.0,147-5(14.2),147-6(14.3),0,,4 off 2,,Ashutosh Sharma,GT,6-209 (120),pace
S08M010,1,46,22,209.09,123-6(14.2),193-8(19.4),1,,2 off 2,44 off 20,Ashutosh Sharma,GT,10-193 (120),pace
S08M011,1,4,3,133.33,148-6(17.0),153-7(17.4),1,,,4 off 3,Ashutosh Sharma,GT,8-200 (120),neutralish
S08M023,1,0,2,0.0,136-6(13.0),137-7(13.2),0,,0 off 2,,Ashutosh Sharma,GT,10-159 (105),spin
S08M029,2,5,3,166.67,162-6(17.2),164-7(17.5),1,,,5 off 3,Ashutosh Sharma,GT,7-187 (116),spin
S08M035,1,2,3,66.67,155-6(18.0),170-8(19.1),0,,,2 off 3,Ashutosh Sharma,GT,8-172 (120),pace
S08M016,2,14,14,100.0,107-4(10.3),138-5(14.0),1,,14 off 14,,WG Jacks,SRH,5-208 (113),pace
S08M025,1,5,7,71.43,127-4(13.2),144-7(15.5),0,,4 off 5,1 off 2,WG Jacks,SRH,10-161 (108),pace
S08M029,1,25,13,192.31,61-2(6.0),94-3(9.2),0,1 off 1,24 off 12,,WG Jacks,SRH,10-186 (115),spin
S08M040,2,17,17,100.0,26-1(2.5),79-3(10.0),0,6 off 5,11 off 12,,WG Jacks,SRH,9-187 (120),neutralish
S08M011,1,3,5,60.0,64-2(6.5),70-3(7.5),1,,3 off 5,,Nithish Kumar Reddy,GT,8-200 (120),neutralish
S08M035,1,57,30,190.0,85-5(10.5),166-7(18.5),0,,26 off 18,31 off 12,Nithish Kumar Reddy,GT,8-172 (120),pace
S08M003,1,19,16,118.75,148-6(14.4),,0,,1 off 2,18 off 14,J Overton,GT,6-209 (120),pace
S08M010,1,18,10,180.0,136-7(16.2),,1,,,18 off 10,J Overton,GT,10-193 (120),pace
S08M011,1,18,8,225.0,159-7(17.5),174-8(19.0),1,,,18 off 8,J Overton,GT,8-200 (120),neutralish
S08M035,1,5,3,166.67,170-7(19.0),,0,,,5 off 3,J Overton,GT,8-172 (120),pace
S08M005,1,30,28,107.14,87-4(7.0),133-9(17.3),0,,21 off 23,9 off 5,Vishnu Vinod,RR,9-143 (120),spin
S08M011,2,2,2,100.0,187-5(19.3),,0,,,2 off 2,Vishnu Vinod,RR,5-189 (120),neutralish
S08M016,1,1,2,50.0,80-2(8.3),81-3(8.5),0,,1 off 2,,Vishnu Vinod,RR,5-205 (120),pace
S08M021,2,17,7,242.86,166-6(16.4),,1,,,17 off 7,Vishnu Vinod,RR,8-196 (113),pace
S08M026,2,0,1,0.0,108-6(9.4),108-6(9.4),0,,0 off 1,,Vishnu Vinod,RR,10-154 (102),spin
S08M036,2,9,11,81.82,73-2(10.4),101-5(15.5),0,,8 off 8,1 off 3,Vishnu Vinod,RR,7-148 (120),spin
S08M003,2,14,5,280.0,171-6(16.4),207-7(18.4),1,,,14 off 5,D Forrester,LSG,8-211 (114),pace
S08M017,2,26,8,325.0,181-6(18.3),,1,,,26 off 8,D Forrester,LSG,6-211 (119),pace
S08M039,2,16,10,160.0,156-5(15.2),181-7(17.4),0,,,16 off 10,D Forrester,LSG,10-182 (110),neutralish
S08M043,2,2,2,100.0,187-5(17.5),187-6(18.0),0,,,2 off 2,D Forrester,LSG,7-222 (120),pace
S08M001,2,32,18,177.78,17-0(1.0),85-2(7.3),0,20 off 13,12 off 5,,PWH de Silva,RCB,10-131 (90),spin
S08M006,1,2,4,50.0,24-1(1.3),26-2(2.0),0,2 off 4,,,PWH de Silva,RCB,10-217 (114),pace
S08M014,2,16,4,400.0,134-5(18.0),,1,,,16 off 4,PWH de Silva,RCB,5-150 (112),spin
S08M022,2,6,3,200.0,154-5(16.4),,1,,,6 off 3,PWH de Silva,RCB,5-178 (108),pace
S08M028,1,0,1,0.0,225-5(19.1),225-6(19.2),0,,,0 off 1,PWH de Silva,RCB,6-238 (120),pace
S08M011,1,44,23,191.3,104-5(11.4),,1,,8 off 10,36 off 13,Rishabh Chouhan,GT,8-200 (120),neutralish
S08M023,1,7,6,116.67,118-5(10.4),136-6(12.5),0,,7 off 6,,Rishabh Chouhan,GT,10-159 (105),spin
S08M029,2,5,3,166.67,157-5(16.5),158-6(17.1),1,,,5 off 3,Rishabh Chouhan,GT,7-187 (116),spin
S08M006,1,10,3,333.33,17-0(0.5),24-1(1.2),0,10 off 3,,,A Mhatre,RCB,10-217 (114),pace
S08M032,1,45,36,125.0,2-1(0.3),95-3(10.0),0,17 off 20,28 off 16,,A Mhatre,RCB,8-211 (120),pace
S08M038,1,0,1,0.0,0-1(0.1),0-1(0.1),0,0 off 1,,,A Mhatre,RCB,10-126 (92),pace
S08M026,2,19,11,172.73,111-6(9.5),145-7(13.5),0,,19 off 11,,Sakibul Gani,RR,10-154 (102),spin
S08M032,2,27,6,450.0,176-6(14.5),197-7(15.4),1,,9 off 2,18 off 4,Sakibul Gani,RR,9-215 (109),pace
S08M036,2,6,4,150.0,144-6(19.3),148-7(20.0),0,,,6 off 4,Sakibul Gani,RR,7-148 (120),spin
S08M014,1,21,13,161.54,97-6(12.4),121-7(15.3),0,,15 off 10,6 off 3,Shubhang Hegde,LSG,8-145 (120),spin
S08M043,2,31,9,344.44,192-6(18.2),222-7(20.0),0,,,31 off 9,Shubhang Hegde,LSG,7-222 (120),pace
S08M021,1,23,11,209.09,166-8(18.0),,0,,,23 off 11,Utkarsh Singh,PBKS,8-195 (120),pace
S08M033,1,0,1,0.0,204-6(20.0),,0,,,0 off 1,Utkarsh Singh,PBKS,6-204 (120),pace
S08M036,1,1,5,20.0,156-6(16.3),161-7(17.3),1,,,1 off 5,Utkarsh Singh,PBKS,10-164 (113),spin
S08M045,1,28,13,215.38,158-7(16.5),191-8(19.3),1,,,28 off 13,Utkarsh Singh,PBKS,9-194 (120),spin
S08M006,2,16,12,133.33,115-2(10.2),148-3(14.0),1,,16 off 12,,RD Rickelton,RR,3-218 (109),pace
S08M026,2,27,16,168.75,12-1(1.0),103-5(9.0),0,16 off 9,11 off 7,,RD Rickelton,RR,10-154 (102),spin
S08M036,2,7,18,38.89,7-0(0.3),36-1(5.3),0,7 off 18,,,RD Rickelton,RR,7-148 (120),spin
