match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total
S06M038,1,41,28,146.43,11-0(1.1),111-5(12.3),0.0,14 off 9,27 off 19,,HS Desai,CSK,7-167 (120)
S06M001,1,16,10,160.0,119-5(14.2),171-6(18.4),1.0,,3 off 1,13 off 9,Jay Gohil,LSG,6-189 (120)
S06M014,1,29,19,152.63,146-5(14.1),,1.0,,4 off 4,25 off 15,Jay Gohil,LSG,5-210 (120)
S06M036,2,34,14,242.86,131-5(15.4),,0.0,,,34 off 14,Jay Gohil,LSG,8-186 (120)
S06M005,2,13,13,100.0,53-2(4.0),86-3(8.0),1.0,7 off 7,6 off 6,,Hassan Nawaz,RCB,5-225 (120)
S06M010,2,10,11,90.91,101-2(8.4),142-4(12.1),1.0,,10 off 11,,Hassan Nawaz,RCB,7-189 (113)
S06M014,2,0,2,0.0,107-6(10.2),107-7(10.3),0.0,,0 off 2,,Hassan Nawaz,RCB,10-131 (91)
S06M016,2,6,3,200.0,202-5(19.4),,1.0,,,6 off 3,Hassan Nawaz,RCB,5-208 (120)
S06M024,1,50,35,142.86,68-2(5.2),173-3(15.5),0.0,1 off 1,48 off 32,1 off 2,Hassan Nawaz,RCB,7-213 (120)
S06M007,1,63,31,203.23,104-5(9.3),,1.0,,17 off 15,46 off 16,AB de Villiers,RR,7-211 (120)
S06M012,1,1,2,50.0,199-5(19.4),,0.0,,,1 off 2,AB de Villiers,RR,5-200 (120)
S06M020,2,9,7,128.57,120-5(14.3),127-6(15.4),0.0,,3 off 3,6 off 4,AB de Villiers,RR,9-145 (120)
S06M009,2,6,3,200.0,30-1(3.2),32-2(3.4),1.0,6 off 3,,,B Sai Sudharsan,PBKS,8-178 (115)
S06M020,1,32,25,128.0,47-2(5.1),109-3(12.5),1.0,1 off 1,31 off 24,,B Sai Sudharsan,PBKS,6-170 (120)
S06M022,1,16,17,94.12,14-1(1.3),57-5(6.5),0.0,14 off 12,2 off 5,,B Sai Sudharsan,PBKS,10-90 (100)
S06M026,1,17,15,113.33,42-1(4.1),66-2(8.1),0.0,9 off 9,8 off 6,,B Sai Sudharsan,PBKS,5-187 (120)
S06M033,2,70,42,166.67,5-0(0.2),120-4(12.1),1.0,39 off 23,31 off 19,,RD Rickelton,LSG,9-155 (109)
S06M002,1,0,1,0.0,138-2(11.3),138-2(11.3),1.0,,0 off 1,,N Rana,PBKS,4-224 (120)
S06M013,1,1,4,25.0,54-1(5.2),63-2(6.1),0.5,1 off 3,0 off 1,,N Rana,PBKS,10-133 (105)
S06M031,1,51,22,231.82,60-1(5.2),139-2(12.3),1.0,3 off 3,48 off 19,,N Rana,PBKS,4-218 (120)
S06M039,1,14,11,127.27,30-1(2.5),67-2(6.2),0.0,14 off 9,0 off 2,,N Rana,PBKS,8-166 (120)
S06M001,2,1,2,50.0,85-4(11.2),102-5(12.4),0.0,,1 off 2,,BJ McMullen,RR,10-186 (120)
S06M025,2,20,14,142.86,20-0(1.0),53-1(5.1),0.0,20 off 14,,,BJ McMullen,RR,9-181 (120)
S06M027,1,19,9,211.11,18-0(1.1),48-1(4.2),0.0,19 off 9,,,BJ McMullen,RR,7-205 (120)
S06M033,1,10,11,90.91,1-0(0.2),22-2(3.3),0.0,10 off 11,,,BJ McMullen,RR,9-154 (120)
S06M038,2,16,14,114.29,35-4(4.5),69-5(8.5),1.0,6 off 6,10 off 8,,BJ McMullen,RR,8-169 (109)
S06M020,2,39,32,121.88,16-2(1.5),102-4(12.1),0.0,15 off 12,24 off 20,,TM Head,RR,9-145 (120)
S06M025,2,20,14,142.86,53-1(5.2),87-3(9.0),0.0,5 off 3,15 off 11,,TM Head,RR,9-181 (120)
S06M038,2,6,9,66.67,10-0(0.5),24-2(3.1),1.0,6 off 9,,,TM Head,RR,8-169 (109)
S06M018,1,1,3,33.33,167-5(17.2),174-6(18.0),1.0,,,1 off 3,HH Pandya,MI,6-193 (120)
S06M021,2,19,8,237.5,174-5(17.0),,0.0,,,19 off 8,HH Pandya,MI,6-225 (120)
S06M029,2,0,1,0.0,36-6(4.5),36-6(4.5),0.0,0 off 1,,,HH Pandya,MI,10-76 (70)
S06M034,1,40,17,235.29,182-5(15.5),,1.0,,,40 off 17,HH Pandya,MI,5-238 (120)
S06M036,1,4,2,200.0,219-5(19.0),,1.0,,,4 off 2,HH Pandya,MI,5-234 (120)
S06M027,2,23,11,209.09,176-6(17.3),198-8(19.3),1.0,,,23 off 11,AD Russell,DC,8-206 (120)
S06M035,1,23,13,176.92,200-6(16.4),,0.0,,,23 off 13,AD Russell,DC,7-238 (120)
S06M039,2,15,6,250.0,148-6(13.5),,1.0,,11 off 5,4 off 1,AD Russell,DC,7-167 (91)
S06M029,2,21,10,210.0,4-1(0.2),28-3(2.4),0.0,21 off 10,,,MW Short,MI,10-76 (70)
S06M036,1,39,20,195.0,73-1(7.4),179-3(15.3),1.0,,38 off 18,1 off 2,MW Short,MI,5-234 (120)
S06M011,1,45,28,160.71,52-2(4.4),131-3(12.1),1.0,6 off 4,39 off 24,,RR Rossouw,SRH,8-201 (120)
S06M040,2,15,7,214.29,70-3(6.0),101-5(9.0),0.0,0 off 1,15 off 6,,RR Rossouw,SRH,10-107 (78)
S06M019,2,24,31,77.42,1-0(0.2),49-1(7.4),0.0,21 off 25,3 off 6,,AM Hardie,CSK,6-189 (120)
S06M031,2,18,12,150.0,1-0(0.2),50-1(5.4),0.0,18 off 12,,,AM Hardie,CSK,9-183 (120)
S06M038,1,17,14,121.43,130-6(13.4),,0.0,,2 off 5,15 off 9,AM Hardie,CSK,7-167 (120)
S06M003,1,31,25,124.0,1-0(0.2),54-1(6.3),1.0,31 off 23,0 off 2,,LS Livingstone,KKR,7-175 (120)
S06M009,1,8,6,133.33,166-8(18.2),,0.0,,,8 off 6,LS Livingstone,KKR,8-177 (120)
S06M018,2,9,4,225.0,167-8(17.5),,0.0,,,9 off 4,LS Livingstone,KKR,9-179 (120)
S06M037,1,7,2,350.0,223-8(19.5),,1.0,,,7 off 2,LS Livingstone,KKR,8-224 (120)
S06M003,2,12,10,120.0,126-4(15.2),,0.0,,,12 off 10,Nithish Kumar Reddy,SRH,10-158 (119)
S06M019,1,7,4,175.0,140-4(13.2),153-5(14.4),1.0,,7 off 4,,Nithish Kumar Reddy,SRH,10-190 (120)
S06M030,1,29,22,131.82,129-4(11.4),,1.0,,9 off 10,20 off 12,Nithish Kumar Reddy,SRH,9-202 (120)
S06M032,1,7,4,175.0,205-4(18.3),,1.0,,,7 off 4,Nithish Kumar Reddy,SRH,4-222 (120)
S06M040,2,0,1,0.0,102-6(9.3),102-6(9.3),0.0,,0 off 1,,Nithish Kumar Reddy,SRH,10-107 (78)
S06M007,2,26,13,200.0,132-4(14.0),175-5(17.2),0.0,,3 off 4,23 off 9,Tanush Kotian,CSK,8-190 (120)
S06M019,2,9,4,225.0,178-5(19.0),186-6(19.3),0.0,,,9 off 4,Tanush Kotian,CSK,6-189 (120)
S06M022,2,1,1,100.0,86-5(11.3),,1.0,,1 off 1,,Tanush Kotian,CSK,5-92 (71)
S06M028,1,1,1,100.0,201-6(20.0),,1.0,,,1 off 1,Tanush Kotian,CSK,6-201 (120)
S06M031,2,12,3,400.0,129-5(15.0),151-6(16.2),0.0,,6 off 1,6 off 2,Tanush Kotian,CSK,9-183 (120)
S06M038,1,4,3,133.33,113-5(12.4),122-6(13.2),0.0,,4 off 3,,Tanush Kotian,CSK,7-167 (120)
S06M021,2,50,17,294.12,155-4(15.5),225-6(20.0),0.0,,,50 off 17,RK Singh,MI,6-225 (120)
S06M029,2,0,1,0.0,36-5(4.4),36-5(4.4),0.0,0 off 1,,,RK Singh,MI,10-76 (70)
