striker,pitch,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
D Padikkal,spin,Middle,1,1,7,6,0,,116.67,KKR
Azmatullah Omarzai,pace,Middle,2,2,7,9,2,3.5,77.78,
Arshdeep Singh,pace,Death,2,2,7,8,1,7.0,87.5,LSG
LS Livingstone,neutralish,Death,1,1,7,2,0,,350.0,KKR
Mukul Choudhary,spin,PP,1,1,7,2,0,,350.0,DC
Karan Lal,pace,Death,2,1,7,3,0,,233.33,RR
Hassan Nawaz,spin,Middle,1,1,7,12,1,7.0,58.33,RCB
Smaran Ravichandran,neutralish,Death,1,1,7,3,1,7.0,233.33,PBKS
R Ashwin,spin,Death,1,1,7,8,1,7.0,87.5,KKR
EA Brookes,pace,Middle,2,1,7,8,1,7.0,87.5,
Khrievitso Kense,spin,Middle,1,1,7,7,0,,100.0,RCB
Ishan Kishan,neutralish,Death,2,1,7,3,1,7.0,233.33,MI
A Sheth,spin,Middle,2,1,7,5,1,7.0,140.0,DC
LS Livingstone,pace,Middle,1,1,7,5,1,7.0,140.0,KKR
JM Vince,spin,PP,1,1,7,15,1,7.0,46.67,
RS Hangargekar,pace,Middle,2,2,7,5,0,,140.0,
MP Yadav,spin,Death,1,2,7,12,1,7.0,58.33,PBKS
R Shepherd,neutralish,Death,2,1,7,4,1,7.0,175.0,GT
DAJ Bracewell,pace,Death,2,2,7,5,2,3.5,140.0,
Harsh Tyagi,spin,Middle,1,2,7,9,2,3.5,77.78,SRH
Utkarsh Singh,spin,PP,2,1,7,5,1,7.0,140.0,PBKS
V Nigam,pace,Death,2,1,7,2,0,,350.0,GT
H Klaasen,spin,PP,2,2,7,13,1,7.0,53.85,CSK
JJ Smit,neutralish,Death,1,3,7,10,3,2.33,70.0,PBKS
Suryansh Shedge,spin,Middle,2,3,7,15,1,7.0,46.67,CSK
TA Boult,neutralish,Death,1,1,7,2,0,,350.0,MI
K Kartikeya,spin,Middle,2,1,7,4,0,,175.0,LSG
M Pathirana,spin,Death,2,2,7,7,0,,100.0,RCB
R Sai Kishore,pace,Death,2,1,7,5,0,,140.0,MI
AV Wankhade,spin,Death,2,1,7,3,0,,233.33,CSK
Bal Krishna,pace,Death,2,1,7,6,0,,116.67,
PWH de Silva,spin,Death,1,1,7,2,0,,350.0,RCB
JG Bethell,neutralish,Death,2,1,7,3,1,7.0,233.33,RR
Ankit Kumar,spin,Middle,1,1,7,3,1,7.0,233.33,RR
JJ Smit,pace,Death,2,2,7,5,1,7.0,140.0,PBKS
A Raghuvanshi,pace,Middle,1,2,7,10,2,3.5,70.0,
Swapnil Singh,spin,Death,1,2,7,5,1,7.0,140.0,CSK
MA Agarwal,neutralish,Middle,2,1,7,3,0,,233.33,DC
Samant Jakhar,neutralish,Death,2,2,7,2,0,,350.0,DC
AR Patel,pace,Middle,1,1,7,11,0,,63.64,CSK
Sami Sohail,pace,Death,2,2,7,7,2,3.5,100.0,
DR Sams,pace,Death,2,4,7,10,2,3.5,70.0,
M Siddharth,neutralish,Death,2,2,6,5,0,,120.0,CSK
CV Varun,neutralish,Death,2,1,6,8,0,,75.0,PBKS
I Sharma,pace,Death,2,1,6,3,1,6.0,200.0,
MA Agarwal,spin,PP,1,1,6,6,0,,100.0,DC
MJ Owen,neutralish,Middle,1,2,6,6,0,,100.0,DC
AR Patel,neutralish,Death,2,1,6,4,1,6.0,150.0,CSK
MP Stoinis,spin,Death,1,1,6,3,1,6.0,200.0,KKR
LS Livingstone,spin,Middle,1,2,6,9,2,3.0,66.67,KKR
LS Livingstone,neutralish,Middle,2,2,6,5,2,3.0,120.0,KKR
AA Kulkarni,pace,PP,1,1,6,4,1,6.0,150.0,GT
AR Ramjani,neutralish,Death,2,1,6,4,1,6.0,150.0,PBKS
Shubman Gill,spin,Death,2,1,6,7,1,6.0,85.71,LSG
Tilak Varma,pace,Death,2,1,6,3,1,6.0,200.0,CSK
M Hemanth Reddy,pace,Death,1,1,6,5,0,,120.0,PBKS
DS Rathi,spin,Death,1,3,6,10,2,3.0,60.0,KKR
MR Marsh,spin,PP,1,1,6,4,1,6.0,150.0,SRH
Shashwat Rawat,spin,Middle,1,2,6,8,2,3.0,75.0,PBKS
Yuvraj Chaudhary,pace,PP,2,1,6,7,0,,85.71,
Shahbaz Ahmed,pace,Death,2,1,6,3,1,6.0,200.0,LSG
Yuvraj Chaudhary,pace,Death,1,1,6,4,1,6.0,150.0,
Tushar Raheja,neutralish,Middle,1,1,6,9,1,6.0,66.67,SRH
Aniket Verma,spin,Death,2,1,6,1,0,,600.0,RR
VR Iyer,spin,PP,1,2,6,6,1,6.0,100.0,SRH
Jaskaran Singh,pace,Middle,1,1,6,11,0,,54.55,KKR
Mohammed Shami,pace,Death,1,1,6,5,0,,120.0,LSG
Pulkit Narang,spin,Death,2,1,6,5,0,,120.0,RR
Ravi Bishnoi,spin,Death,1,8,6,23,2,3.0,26.09,GT
Ravi Bishnoi,pace,Death,1,1,6,1,0,,600.0,GT
Ravi Bishnoi,neutralish,Death,2,1,6,4,1,6.0,150.0,GT
DR Sams,neutralish,Death,1,1,6,3,1,6.0,200.0,
Q de Kock,pace,Middle,2,1,6,6,1,6.0,100.0,
T Banton,spin,Middle,1,1,6,4,1,6.0,150.0,MI
VG Arora,pace,Death,1,3,6,14,2,3.0,42.86,KKR
Jagjit Singh,pace,Death,2,1,6,8,1,6.0,75.0,SRH
Avesh Khan,pace,Death,2,3,6,7,3,2.0,85.71,GT
T Natarajan,spin,Death,2,1,6,5,0,,120.0,CSK
R Powell,neutralish,PP,2,1,6,12,0,,50.0,LSG
T Stubbs,neutralish,PP,2,1,6,7,0,,85.71,CSK
AJ Tye,pace,Death,2,1,6,4,1,6.0,150.0,
R Tewatia,spin,Death,2,2,6,5,0,,120.0,
RA Bawa,neutralish,Death,2,1,6,2,1,6.0,300.0,SRH
T Stubbs,spin,PP,1,1,6,3,0,,200.0,CSK
RR Pant,neutralish,PP,1,1,6,6,0,,100.0,GT
RD Chahar,spin,Death,1,2,6,4,2,3.0,150.0,CSK
Ashutosh Sharma,pace,Death,2,2,6,7,2,3.0,85.71,RCB
Arshad Khan,spin,Middle,2,3,6,12,2,3.0,50.0,DC
JM Coles,neutralish,Middle,1,1,6,5,1,6.0,120.0,MI
JL Smith,spin,PP,2,1,6,6,0,,100.0,
RK Bhui,pace,PP,2,1,6,10,1,6.0,60.0,KKR
B Sai Sudharsan,neutralish,PP,1,1,6,10,1,6.0,60.0,PBKS
Ravi Singh,neutralish,Middle,2,1,6,1,0,,600.0,KKR
PWH de Silva,pace,Death,1,1,6,5,1,6.0,120.0,RCB
Naveen-ul-Haq,neutralish,Death,2,1,6,2,1,6.0,300.0,SRH
SS Prabhudessai,pace,PP,2,1,6,9,1,6.0,66.67,MI
SS Prabhudessai,neutralish,PP,2,1,6,1,0,,600.0,MI
YS Chahal,spin,Death,1,1,6,3,1,6.0,200.0,RCB
Abid Mushtaq,spin,Death,2,2,6,6,0,,100.0,
AGS Gous,pace,Middle,2,1,6,6,0,,100.0,KKR
Harpreet Brar,spin,Middle,2,1,6,9,1,6.0,66.67,GT
HV Patel,spin,Middle,1,1,6,6,0,,100.0,GT
TU Deshpande,pace,Middle,2,1,6,6,0,,100.0,MI
TU Deshpande,pace,Death,2,1,6,7,0,,85.71,MI
NT Ellis,pace,Middle,1,1,6,3,0,,200.0,SRH
Yuvraj Chaudhary,pace,Middle,2,1,6,5,1,6.0,120.0,
SN Thakur,neutralish,Death,1,1,6,2,1,6.0,300.0,
D Potgieter,pace,Death,1,1,6,5,1,6.0,120.0,
Naveen-ul-Haq,pace,Death,1,1,6,7,0,,85.71,SRH
Noor Ahmad,neutralish,Death,1,1,6,3,1,6.0,200.0,MI
S Dube,spin,Death,2,1,6,4,1,6.0,150.0,RR
A Zampa,neutralish,Death,2,2,6,5,2,3.0,120.0,SRH
P Simran Singh,spin,Death,2,1,6,8,1,6.0,75.0,SRH
Noor Ahmad,spin,Death,2,2,6,5,0,,120.0,MI
BM Duckett,spin,Middle,2,2,6,7,2,3.0,85.71,SRH
MA Agarwal,neutralish,Death,2,1,6,2,1,6.0,300.0,DC
SH Johnson,neutralish,Death,2,1,6,3,0,,200.0,GT
LG Pretorius,pace,PP,2,1,5,4,1,5.0,125.0,
Shahbaz Ahmed,pace,Death,1,1,5,4,0,,125.0,LSG
LS Livingstone,spin,PP,2,2,5,10,1,5.0,50.0,KKR
Shahbaz Ahmed,spin,Death,1,1,5,5,1,5.0,100.0,LSG
JL Smith,spin,PP,1,1,5,5,1,5.0,100.0,
DR Sams,pace,Death,1,2,5,3,1,5.0,166.67,
TP Ura,pace,Death,1,1,5,7,1,5.0,71.43,PBKS
YK Pathan,pace,Middle,2,3,5,12,2,2.5,41.67,KKR
YK Pathan,pace,PP,1,2,5,12,0,,41.67,KKR
Swapnil Singh,spin,Death,2,1,5,3,1,5.0,166.67,CSK
Shubman Gill,pace,Death,1,2,5,8,2,2.5,62.5,LSG
Shakib Al Hasan,spin,Middle,2,2,5,3,1,5.0,166.67,
M Markande,spin,Death,1,1,5,3,1,5.0,166.67,
Jay Gohil,pace,PP,2,1,5,2,0,,250.0,LSG
JM Coles,spin,Middle,2,1,5,6,1,5.0,83.33,MI
Abdul Samad,pace,PP,1,2,5,9,1,5.0,55.56,LSG
AR Ramjani,spin,Death,1,3,5,8,1,5.0,62.5,PBKS
R Shepherd,neutralish,Middle,2,1,5,9,0,,55.56,GT
Rahul Singh,pace,Death,2,1,5,4,1,5.0,125.0,RCB
Ankit Kumar,pace,PP,2,1,5,6,1,5.0,83.33,RR
Avesh Khan,neutralish,Death,1,1,5,6,1,5.0,83.33,GT
Rahul Singh,spin,PP,1,1,5,5,1,5.0,100.0,RCB
Rashid Khan,spin,Middle,2,2,5,6,0,,83.33,MI
Rasikh Salam,pace,Death,2,1,5,4,0,,125.0,MI
MR Marsh,pace,Middle,2,2,5,4,2,2.5,125.0,SRH
Prashant Veer,spin,Death,1,1,5,3,0,,166.67,DC
B Sai Sudharsan,neutralish,Death,2,1,5,8,1,5.0,62.5,PBKS
Fazalhaq Farooqi,neutralish,Death,2,1,5,4,0,,125.0,CSK
Dhruv Jurel,neutralish,Death,2,1,5,2,0,,250.0,KKR
MS Pepper,pace,Middle,2,2,5,3,0,,166.67,
Waqar Salamkheil,spin,Death,2,1,5,10,0,,50.0,
SA Yadav,neutralish,Death,1,2,5,6,1,5.0,83.33,DC
Nithish Kumar Reddy,spin,PP,1,2,5,6,0,,83.33,SRH
HH Pandya,pace,Middle,1,2,5,7,0,,71.43,MI
NT Ellis,pace,Death,1,2,5,8,2,2.5,62.5,SRH
Mohammad Nabi,neutralish,Death,2,1,5,4,1,5.0,125.0,LSG
NA Rathva,neutralish,PP,2,2,5,6,2,2.5,83.33,RR
Harsh Tyagi,neutralish,Death,1,1,5,9,0,,55.56,SRH
C Connolly,neutralish,Death,2,1,5,3,1,5.0,166.67,PBKS
R Sai Kishore,neutralish,Death,2,1,5,3,1,5.0,166.67,MI
Q de Kock,spin,PP,2,1,5,14,1,5.0,35.71,
FH Allen,neutralish,Middle,1,1,5,3,1,5.0,166.67,PBKS
RA Jadeja,neutralish,PP,2,1,5,2,0,,250.0,SRH
RD Rickelton,neutralish,Middle,2,1,5,4,1,5.0,125.0,LSG
FH Allen,neutralish,PP,2,2,5,4,2,2.5,125.0,PBKS
MJ Santner,spin,Death,1,2,5,6,1,5.0,83.33,KKR
Fazalhaq Farooqi,pace,Death,2,3,5,5,2,2.5,100.0,CSK
AV Wankhade,pace,Middle,2,1,5,8,1,5.0,62.5,CSK
Sanvir Singh,neutralish,Middle,1,1,5,2,0,,250.0,GT
A Nagwaswalla,neutralish,Death,2,1,5,4,0,,125.0,RR
RD Rickelton,pace,Death,1,2,5,5,2,2.5,100.0,LSG
Ashutosh Sharma,spin,Death,2,1,5,4,0,,125.0,RCB
RD Chahar,spin,Death,2,1,5,4,0,,125.0,CSK
AS Roy,neutralish,Death,1,1,5,4,0,,125.0,GT
RD Rickelton,spin,Death,2,1,4,2,1,4.0,200.0,LSG
Naseem Shah,pace,Death,1,3,4,6,2,2.0,66.67,
RG Sharma,pace,PP,2,2,4,5,1,4.0,80.0,KKR
RE van der Merwe,spin,Death,2,1,4,2,1,4.0,200.0,
TP Ura,spin,PP,1,1,4,4,1,4.0,100.0,PBKS
HV Patel,spin,Death,1,2,4,10,2,2.0,40.0,GT
KK Ahmed,pace,Death,2,2,4,6,1,4.0,66.67,RR
C Connolly,neutralish,Middle,1,1,4,4,1,4.0,100.0,PBKS
D Ferreira,pace,PP,1,1,4,3,1,4.0,133.33,GT
Yuvraj Chaudhary,spin,Death,2,1,4,2,1,4.0,200.0,
RM Patidar,pace,Death,1,2,4,7,2,2.0,57.14,KKR
Yash Thakur,pace,Death,2,1,4,8,0,,50.0,MI
Utkarsh Singh,spin,PP,1,1,4,4,0,,100.0,PBKS
Ashwin Das,neutralish,Middle,2,1,4,2,1,4.0,200.0,LSG
V Suryavanshi,neutralish,Death,2,1,4,3,1,4.0,133.33,PBKS
Anmolpreet Singh,neutralish,Middle,1,2,4,7,2,2.0,57.14,CSK
RA Tripathi,spin,Death,1,1,4,2,1,4.0,200.0,
RA Tripathi,pace,Middle,1,2,4,7,1,4.0,57.14,
Rasikh Salam,spin,Death,2,1,4,1,0,,400.0,MI
RR Patel,spin,Death,2,2,4,5,1,4.0,80.0,RCB
Rasikh Salam,pace,Death,1,1,4,2,0,,200.0,MI
TM Head,spin,PP,1,1,4,3,1,4.0,133.33,
AA Kulkarni,neutralish,PP,2,1,4,2,1,4.0,200.0,GT
R Powell,pace,Death,2,1,4,3,1,4.0,133.33,LSG
Tanay Thyagarajan,spin,Death,2,1,4,5,1,4.0,80.0,RCB
JJ Bumrah,spin,Death,2,1,4,1,0,,400.0,DC
Smaran Ravichandran,neutralish,Death,2,1,4,2,1,4.0,200.0,PBKS
Sami Sohail,pace,Death,1,1,4,1,0,,400.0,
Kumar Kushagra,spin,Middle,1,1,4,7,1,4.0,57.14,GT
LI Meriwala,neutralish,Death,1,1,4,4,0,,100.0,DC
Kumar Kushagra,pace,Middle,2,1,4,3,0,,133.33,GT
Chirag Jani,neutralish,PP,1,1,4,2,0,,200.0,CSK
JC Archer,neutralish,Death,1,1,4,5,0,,80.0,LSG
Samant Jakhar,spin,PP,2,1,4,4,0,,100.0,DC
Hemang Patel,pace,Middle,2,1,4,3,1,4.0,133.33,
Tanush Kotian,pace,Middle,1,1,4,3,1,4.0,133.33,CSK
MG Erasmus,neutralish,Death,2,1,4,1,0,,400.0,
DS Airee,pace,Middle,2,2,4,8,1,4.0,50.0,CSK
AD Russell,pace,Middle,1,2,4,4,1,4.0,100.0,DC
AR Patel,neutralish,Death,1,1,4,2,1,4.0,200.0,CSK
CV Varun,spin,Death,1,2,4,5,1,4.0,80.0,PBKS
Shaheen Shah Afridi,spin,Death,1,1,4,3,0,,133.33,MI
Khrievitso Kense,pace,Middle,2,1,4,7,1,4.0,57.14,RCB
Kartik Sharma,neutralish,Death,1,1,4,3,1,4.0,133.33,SRH
C Sakariya,pace,Death,2,3,4,5,2,2.0,80.0,SRH
Ishaan Gadekar,spin,PP,1,1,4,6,0,,66.67,SRH
Kaleem Sana,pace,Middle,2,1,4,11,0,,36.36,RCB
Tarang Gohel,spin,Death,1,1,4,3,1,4.0,133.33,DC
N Jagadeesan,spin,Middle,2,1,4,2,1,4.0,200.0,
Tarang Gohel,pace,Death,1,1,4,2,1,4.0,200.0,DC
Ashutosh Sharma,neutralish,Death,1,1,3,4,1,3.0,75.0,RCB
D Wiese,spin,Middle,2,1,3,5,0,,60.0,GT
JG Bethell,spin,Death,2,1,3,5,1,3.0,60.0,RR
MP Yadav,pace,Death,1,2,3,3,0,,100.0,PBKS
Samant Jakhar,neutralish,Death,1,1,3,2,0,,150.0,DC
DW Lawrence,neutralish,Death,2,1,3,3,0,,100.0,DC
MP Stoinis,spin,Middle,1,1,3,6,1,3.0,50.0,KKR
RA Bawa,pace,Middle,1,1,3,11,1,3.0,27.27,SRH
Samant Jakhar,pace,Middle,2,1,3,5,1,3.0,60.0,DC
RA Bawa,spin,Middle,1,1,3,7,1,3.0,42.86,SRH
Sanvir Singh,pace,Middle,2,1,3,3,0,,100.0,GT
RK Singh,neutralish,Middle,1,3,3,5,1,3.0,60.0,MI
JN Loftie-Eaton,neutralish,Death,2,1,3,1,0,,300.0,RR
Shakib Al Hasan,spin,Death,2,2,3,10,2,1.5,30.0,
Ishaan Gadekar,spin,Death,2,1,3,4,1,3.0,75.0,SRH
MP Yadav,spin,Middle,1,1,3,18,0,,16.67,PBKS
Fazalhaq Farooqi,pace,Middle,2,1,3,12,0,,25.0,CSK
AM Hardie,spin,Middle,2,1,3,6,1,3.0,50.0,CSK
HV Patel,pace,Death,2,2,3,8,2,1.5,37.5,GT
Harsh Dubey,spin,Middle,2,2,3,14,2,1.5,21.43,RCB
Ravi Teja,pace,Death,2,3,3,7,1,3.0,42.86,RCB
MW Short,spin,PP,1,2,3,7,0,,42.86,MI
Tripuresh Singh,pace,Death,2,2,3,8,1,3.0,37.5,RCB
Aman Rao,spin,PP,1,1,3,2,1,3.0,150.0,DC
SP Narine,spin,Death,1,1,3,6,1,3.0,50.0,KKR
Mukesh Kumar,pace,Death,2,1,3,1,0,,300.0,
MW Short,pace,Death,2,1,3,3,1,3.0,100.0,MI
Suyash Sharma,spin,Death,1,1,3,6,0,,50.0,KKR
MS Dhoni,pace,Middle,1,2,3,8,1,3.0,37.5,CSK
Abdul Samad,pace,PP,2,1,3,6,1,3.0,50.0,LSG
Babar Azam,spin,Middle,1,1,3,7,1,3.0,42.86,
Azmatullah Omarzai,pace,Death,2,1,3,4,1,3.0,75.0,
Harsh Dubey,pace,Death,2,1,3,3,0,,100.0,RCB
Sikandar Raza,spin,Death,2,1,3,7,1,3.0,42.86,
T Banton,spin,Middle,2,2,3,4,1,3.0,75.0,MI
JA Duffy,spin,Death,2,1,3,2,1,3.0,150.0,GT
YS Chahal,spin,Middle,2,1,3,3,1,3.0,100.0,RCB
Avesh Khan,pace,Death,1,1,3,1,0,,300.0,GT
YK Pathan,neutralish,Death,1,1,2,3,1,2.0,66.67,KKR
JJ Bumrah,pace,Death,1,1,2,6,1,2.0,33.33,DC
Urvil Patel,spin,Middle,2,1,2,2,1,2.0,100.0,MI
TM Head,neutralish,Middle,2,1,2,3,1,2.0,66.67,
Fazalhaq Farooqi,pace,Death,1,1,2,1,0,,200.0,CSK
Harshit Rana,pace,Death,2,2,2,6,1,2.0,33.33,KKR
AD Russell,pace,Middle,2,1,2,4,1,2.0,50.0,DC
A Zampa,spin,Middle,2,1,2,6,1,2.0,33.33,SRH
DW Lawrence,neutralish,Middle,1,1,2,3,0,,66.67,DC
EA Brookes,spin,Middle,2,1,2,3,1,2.0,66.67,
H Ssenyondo,neutralish,Middle,2,1,2,4,1,2.0,50.0,LSG
DW Lawrence,neutralish,Middle,2,1,2,2,0,,100.0,DC
Tanush Kotian,pace,Middle,2,2,2,3,1,2.0,66.67,CSK
Dhruv Jurel,spin,Middle,1,1,2,7,1,2.0,28.57,KKR
A Sheth,pace,Death,1,1,2,3,0,,66.67,DC
Tarang Gohel,neutralish,Death,2,1,2,2,1,2.0,100.0,DC
Hassan Nawaz,neutralish,PP,1,2,2,4,0,,50.0,RCB
V Kohli,spin,Death,1,1,2,4,1,2.0,50.0,RR
Harshit Rana,pace,Death,1,2,2,7,1,2.0,28.57,KKR
Mohammad Ghazanfar,spin,Death,2,2,2,3,2,1.0,66.67,SRH
MS Pepper,pace,Death,2,2,2,4,2,1.0,50.0,
Mohammad Nabi,neutralish,Middle,2,1,2,2,0,,100.0,LSG
Sikandar Raza,spin,Middle,1,2,2,3,1,2.0,66.67,
Chirag Jani,spin,Middle,1,1,2,2,0,,100.0,CSK
Samarth Vyas,pace,Death,1,1,2,2,1,2.0,100.0,KKR
B Kumar,pace,Death,2,4,2,14,3,0.67,14.29,KKR
Samarth Vyas,pace,Death,2,1,2,4,1,2.0,50.0,KKR
Kumar Kushagra,neutralish,PP,1,1,2,7,0,,28.57,GT
Shashank Singh,pace,PP,1,1,2,4,0,,50.0,PBKS
PP Shaw,neutralish,PP,1,1,2,4,1,2.0,50.0,MI
Abrar Ahmed,neutralish,Death,1,2,2,2,0,,100.0,
D Brevis,pace,Death,2,1,2,2,0,,100.0,LSG
Sami Sohail,pace,Middle,2,1,2,2,0,,100.0,
AR Ramjani,pace,Middle,1,1,2,3,0,,66.67,PBKS
Shaheen Shah Afridi,pace,PP,2,1,2,4,0,,50.0,MI
M Pathirana,pace,Death,1,1,2,7,0,,28.57,RCB
Akshay Karnewar,spin,Middle,1,1,2,5,0,,40.0,PBKS
PD Salt,pace,Death,1,1,2,3,1,2.0,66.67,RCB
AR Ramjani,spin,Middle,1,1,2,9,1,2.0,22.22,PBKS
Noor Ahmad,spin,Death,1,2,2,2,0,,100.0,MI
Naveen-ul-Haq,pace,Death,2,3,2,4,1,2.0,50.0,SRH
SH Johnson,pace,Death,2,1,2,7,1,2.0,28.57,GT
Samant Jakhar,neutralish,Middle,2,1,2,1,0,,200.0,DC
Rahul Singh,spin,Middle,1,1,2,6,0,,33.33,RCB
MA Wood,spin,Death,2,1,2,2,1,2.0,100.0,
AM Hardie,pace,Middle,1,1,2,5,0,,40.0,CSK
Ashutosh Sharma,pace,PP,2,1,2,2,1,2.0,100.0,RCB
D Wiese,pace,Middle,2,1,2,3,1,2.0,66.67,GT
Washington Sundar,spin,Middle,2,3,2,11,2,1.0,18.18,PBKS
RR Pant,spin,Death,1,1,2,3,1,2.0,66.67,GT
RA Jadeja,pace,PP,2,1,2,2,1,2.0,100.0,SRH
JR Hazlewood,neutralish,Death,1,1,2,3,1,2.0,66.67,RR
Yudhvir Singh,spin,Death,2,2,2,4,0,,50.0,RCB
N Wadhera,spin,Middle,2,1,2,5,1,2.0,40.0,KKR
D Padikkal,spin,Middle,2,1,2,3,1,2.0,66.67,KKR
DAJ Bracewell,pace,Middle,2,1,2,3,1,2.0,66.67,
RK Bhui,spin,Death,1,1,2,3,1,2.0,66.67,KKR
Abrar Ahmed,pace,Death,2,1,1,1,0,,100.0,
C Green,spin,PP,2,1,1,4,0,,25.0,KKR
Mukul Choudhary,spin,Middle,1,1,1,3,1,1.0,33.33,DC
C Sakariya,pace,Middle,2,1,1,7,1,1.0,14.29,SRH
NT Ellis,pace,Middle,2,2,1,12,1,1.0,8.33,SRH
C Connolly,neutralish,PP,2,1,1,1,0,,100.0,PBKS
SS Agarwal,spin,Death,2,1,1,1,0,,100.0,
N Wadhera,neutralish,Middle,2,1,1,3,1,1.0,33.33,KKR
Bhanu Pania,spin,Middle,2,1,1,2,0,,50.0,
N Wadhera,pace,PP,2,1,1,3,0,,33.33,KKR
NT Ellis,spin,Middle,2,1,1,3,1,1.0,33.33,SRH
SPD Smith,spin,Middle,1,1,1,4,1,1.0,25.0,CSK
NT Ellis,neutralish,Death,2,2,1,10,2,0.5,10.0,SRH
SR Hain,pace,Death,1,1,1,3,1,1.0,33.33,
PJ Cummins,neutralish,Death,2,1,1,3,1,1.0,33.33,
SL Malinga,neutralish,Death,2,1,1,2,0,,50.0,PBKS
F du Plessis,neutralish,PP,1,1,1,2,1,1.0,50.0,
Arshad Khan,neutralish,Middle,2,1,1,5,1,1.0,20.0,DC
Anmolpreet Singh,pace,Middle,2,1,1,1,0,,100.0,CSK
Anmolpreet Singh,neutralish,PP,1,1,1,2,1,1.0,50.0,CSK
Arshdeep Singh,neutralish,Middle,2,1,1,1,0,,100.0,LSG
Anmolpreet Singh,neutralish,Death,2,1,1,3,1,1.0,33.33,CSK
Ashutosh Sharma,spin,Middle,2,1,1,5,1,1.0,20.0,RCB
Ashutosh Sharma,spin,PP,2,1,1,4,1,1.0,25.0,RCB
RR Patel,neutralish,Death,2,1,1,2,1,1.0,50.0,RCB
RA Bawa,spin,Death,1,1,1,1,0,,100.0,SRH
R Shepherd,pace,Middle,1,1,1,2,0,,50.0,GT
R Sai Kishore,neutralish,Death,1,1,1,3,1,1.0,33.33,MI
Babar Azam,pace,Death,2,2,1,3,2,0.5,33.33,
R Ashwin,spin,Middle,2,1,1,1,0,,100.0,KKR
Avesh Khan,spin,Death,1,2,1,6,1,1.0,16.67,GT
EA Brookes,pace,Middle,1,1,1,2,1,1.0,50.0,
Vishnu Vinod,spin,Middle,1,2,1,3,2,0.5,33.33,
B Kumar,spin,Death,1,1,1,3,0,,33.33,KKR
Ravi Teja,pace,Middle,2,1,1,2,1,1.0,50.0,RCB
PJ Cummins,pace,Death,2,2,1,7,2,0.5,14.29,
H Ssenyondo,spin,Death,2,2,1,10,2,0.5,10.0,LSG
PD Salt,pace,Death,2,1,1,2,1,1.0,50.0,RCB
BM Duckett,pace,Death,2,1,1,2,1,1.0,50.0,SRH
Mohammed Siraj,pace,Death,1,1,1,5,1,1.0,20.0,
AK Markram,spin,Middle,1,1,1,1,0,,100.0,DC
Tushar Raheja,neutralish,Middle,2,1,1,2,0,,50.0,SRH
KA Maharaj,neutralish,Middle,2,1,1,3,1,1.0,33.33,SRH
DS Airee,spin,PP,2,1,1,2,0,,50.0,CSK
Khushdil Shah,spin,PP,2,1,1,4,0,,25.0,DC
Shubman Gill,neutralish,Death,2,1,1,2,1,1.0,50.0,LSG
AR Patel,neutralish,Middle,2,1,1,6,1,1.0,16.67,CSK
AM Rahane,pace,PP,1,2,1,2,1,1.0,50.0,MI
Karan Lal,pace,Death,1,1,1,1,0,,100.0,RR
D Brevis,spin,PP,1,1,1,4,0,,25.0,LSG
D Ferreira,pace,Death,2,1,1,3,0,,33.33,GT
KH Pandya,spin,Death,2,1,1,5,1,1.0,20.0,RR
JC Archer,pace,Middle,2,1,1,2,0,,50.0,LSG
Sonu Yadav,pace,Death,1,1,1,4,1,1.0,25.0,PBKS
AHT Donald,pace,PP,2,2,1,3,2,0.5,33.33,
LI Meriwala,pace,Death,2,1,1,2,0,,50.0,DC
Suryansh Shedge,pace,Middle,1,1,1,3,0,,33.33,CSK
Swapnil Singh,neutralish,Death,1,1,1,2,1,1.0,50.0,CSK
Jaskaran Singh,neutralish,Death,2,1,1,1,0,,100.0,KKR
T Banton,spin,PP,2,1,1,1,0,,100.0,MI
JDS Neesham,neutralish,Middle,1,1,1,2,0,,50.0,
VG Arora,neutralish,Death,2,1,1,3,0,,33.33,KKR
JR Hazlewood,pace,Death,1,1,1,1,0,,100.0,RR
JG Bethell,spin,PP,1,1,1,6,0,,16.67,RR
TM Head,pace,Death,2,3,1,5,3,0.33,20.0,
JJ Bumrah,neutralish,Death,1,1,1,2,1,1.0,50.0,DC
DJ Bravo,pace,Middle,1,1,1,2,0,,50.0,
VR Iyer,pace,PP,1,1,1,2,1,1.0,50.0,SRH
LI Meriwala,pace,Death,1,1,1,1,0,,100.0,DC
Ishan Kishan,pace,Middle,1,1,1,2,1,1.0,50.0,MI
MJ Santner,spin,Death,2,1,1,1,0,,100.0,KKR
Mohammad Ghazanfar,spin,Middle,2,1,1,4,0,,25.0,SRH
CV Varun,spin,Death,2,2,1,5,1,1.0,20.0,PBKS
Harsh Tyagi,spin,Middle,2,1,1,1,0,,100.0,SRH
SZ Mulani,spin,Death,2,1,1,4,1,1.0,25.0,LSG
MW Short,pace,Death,1,1,1,2,1,1.0,50.0,MI
JM Coles,spin,Death,2,1,1,2,1,1.0,50.0,MI
AB de Villiers,pace,Death,2,1,1,2,1,1.0,50.0,RR
MR Adair,spin,Death,1,1,1,1,0,,100.0,RR
Waseem Muhammad,neutralish,Middle,1,1,1,2,1,1.0,50.0,
Samant Jakhar,pace,Death,1,1,1,1,0,,100.0,DC
