striker,bowl_type,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
R Shepherd,Pace,Death,1,6,32,18,3,10.67,177.78,GT
Shadab Khan,Pace,Death,1,2,32,24,0,,133.33,SRH
GJ Maxwell,Spin,Death,2,2,32,21,0,,152.38,DC
RR Rossouw,Pace,Death,1,1,32,12,0,,266.67,SRH
HC Brook,Pace,Death,1,1,32,16,0,,200.0,
Salil Arora,Spin,Death,2,3,32,10,0,,320.0,RCB
TB Robinson,Spin,Middle,1,1,32,24,1,32.0,133.33,RR
Dhruv Jurel,Pace,PP,1,2,32,16,1,32.0,200.0,KKR
AHT Donald,Spin,PP,2,3,32,17,2,16.0,188.24,
SR Hain,Spin,Middle,1,1,31,15,0,,206.67,
Mohammad Nabi,Spin,Middle,2,3,31,19,1,31.0,163.16,LSG
SPD Smith,Pace,PP,1,2,31,34,1,31.0,91.18,CSK
MJ Owen,Spin,Death,1,2,31,16,2,15.5,193.75,DC
Abishek Porel,Spin,PP,2,3,31,28,0,,110.71,RR
N Wadhera,Pace,Middle,2,3,31,40,3,10.33,77.5,KKR
Hassan Nawaz,Spin,Death,2,3,31,14,1,31.0,221.43,RCB
D Ferreira,Pace,Middle,1,2,31,25,2,15.5,124.0,GT
AB de Villiers,Pace,PP,1,2,31,21,1,31.0,147.62,RR
C Connolly,Spin,Middle,2,1,31,21,0,,147.62,PBKS
Yuvraj Chaudhary,Pace,Middle,1,1,31,26,0,,119.23,
FH Allen,Spin,Death,2,2,30,18,0,,166.67,PBKS
AK Markram,Spin,Middle,2,6,30,26,1,30.0,115.38,DC
HS Desai,Spin,Middle,2,3,30,23,2,15.0,130.43,CSK
JN Loftie-Eaton,Spin,Death,2,4,30,20,1,30.0,150.0,RR
J Fraser-McGurk,Spin,PP,1,4,30,19,2,15.0,157.89,KKR
Salil Arora,Spin,PP,1,2,30,14,0,,214.29,RCB
Dhruv Jurel,Pace,Death,2,6,30,12,3,10.0,250.0,KKR
RG Sharma,Pace,PP,1,8,30,22,2,15.0,136.36,KKR
PP Shaw,Spin,Death,1,2,30,17,2,15.0,176.47,MI
Abdul Samad,Spin,PP,1,3,29,24,1,29.0,120.83,LSG
KA Pollard,Spin,PP,2,2,29,18,0,,161.11,CSK
Shaheen Shah Afridi,Pace,Death,2,4,29,27,2,14.5,107.41,MI
SP Narine,Spin,Death,2,1,29,12,1,29.0,241.67,KKR
T Stubbs,Pace,PP,1,3,29,22,0,,131.82,CSK
Akash Vasisht,Spin,Middle,2,3,29,22,0,,131.82,SRH
Karan Lal,Spin,Death,2,3,29,21,1,29.0,138.1,RR
JG Bethell,Pace,Death,1,2,29,14,2,14.5,207.14,RR
Chirag Jani,Spin,Middle,2,6,29,22,4,7.25,131.82,CSK
SPD Smith,Pace,Middle,1,1,29,17,1,29.0,170.59,CSK
DP Conway,Pace,PP,1,1,29,15,1,29.0,193.33,PBKS
RA Tripathi,Pace,PP,2,1,29,15,0,,193.33,
RA Tripathi,Spin,PP,1,2,28,25,1,28.0,112.0,
BA Stokes,Pace,Death,2,3,28,17,3,9.33,164.71,RR
S Dube,Spin,Death,2,4,28,13,2,14.0,215.38,RR
JM Sharma,Pace,PP,2,2,28,11,1,28.0,254.55,RCB
T Banton,Spin,Death,1,3,28,13,1,28.0,215.38,MI
D Padikkal,Spin,Death,1,2,28,16,0,,175.0,KKR
Karan Shinde,Pace,Middle,2,3,28,24,1,28.0,116.67,RCB
AHT Donald,Pace,PP,2,3,28,13,2,14.0,215.38,
AM Hardie,Pace,PP,2,3,28,23,1,28.0,121.74,CSK
RA Bawa,Spin,Death,2,3,28,12,3,9.33,233.33,SRH
Ashutosh Sharma,Pace,Middle,1,2,28,27,1,28.0,103.7,RCB
Smaran Ravichandran,Spin,Death,2,5,28,13,4,7.0,215.38,PBKS
RD Rickelton,Pace,Death,2,1,28,13,0,,215.38,LSG
Ishaan Gadekar,Pace,Middle,2,5,28,19,2,14.0,147.37,SRH
BJ McMullen,Pace,Middle,1,8,28,29,3,9.33,96.55,RR
Bilal Zalmai,Spin,Death,2,2,27,6,0,,450.0,
AM Rahane,Pace,Death,1,3,27,18,2,13.5,150.0,MI
AM Rahane,Pace,PP,1,8,27,24,2,13.5,112.5,MI
GD Phillips,Pace,Middle,2,3,27,17,0,,158.82,GT
Babar Azam,Spin,Middle,2,2,27,19,1,27.0,142.11,
DP Conway,Spin,PP,2,3,27,33,2,13.5,81.82,PBKS
Tarang Gohel,Spin,Death,2,3,27,13,3,9.0,207.69,DC
Smaran Ravichandran,Spin,PP,2,8,27,21,2,13.5,128.57,PBKS
SPD Smith,Spin,PP,2,3,27,28,3,9.0,96.43,CSK
AR Patel,Spin,Death,2,5,26,13,4,6.5,200.0,CSK
CH Morris,Pace,Death,2,2,26,11,2,13.0,236.36,
R Sai Kishore,Spin,Death,1,4,26,18,2,13.0,144.44,MI
TP Ura,Spin,PP,2,3,26,17,1,26.0,152.94,PBKS
RR Pant,Spin,Death,1,3,26,12,0,,216.67,GT
AM Hardie,Pace,Death,1,2,26,15,0,,173.33,CSK
JM Vince,Spin,Middle,2,1,26,16,0,,162.5,
FH Allen,Pace,Death,2,2,26,14,1,26.0,185.71,PBKS
D Wiese,Spin,Death,1,5,26,13,3,8.67,200.0,GT
Arshad Khan,Pace,Middle,2,2,26,10,0,,260.0,DC
TP Ura,Pace,Middle,2,1,26,11,1,26.0,236.36,PBKS
MA Starc,Pace,Death,2,5,26,26,2,13.0,100.0,KKR
AB de Villiers,Pace,PP,2,5,26,24,3,8.67,108.33,RR
Priyansh Arya,Spin,Death,2,4,26,13,2,13.0,200.0,RCB
R Powell,Pace,PP,1,2,26,20,0,,130.0,LSG
PD Salt,Spin,Death,2,3,26,14,2,13.0,185.71,RCB
Aniket Verma,Spin,Death,2,6,26,12,1,26.0,216.67,RR
Smaran Ravichandran,Pace,Death,2,2,26,13,2,13.0,200.0,PBKS
V Nigam,Spin,Middle,1,3,25,22,0,,113.64,GT
Abishek Porel,Pace,PP,2,4,25,22,1,25.0,113.64,RR
Usman Khan (2),Spin,Middle,1,1,25,19,1,25.0,131.58,
Abhishek Sharma,Spin,Death,1,1,25,11,1,25.0,227.27,MI
R Parag,Pace,PP,1,3,25,23,1,25.0,108.7,GT
Salil Arora,Pace,Death,2,4,25,12,2,12.5,208.33,RCB
R Parag,Pace,PP,2,2,25,17,0,,147.06,GT
Dhruv Jurel,Pace,Death,1,3,25,13,3,8.33,192.31,KKR
DAJ Bracewell,Pace,Middle,1,3,25,16,3,8.33,156.25,
Azmatullah Omarzai,Pace,Death,1,2,25,16,2,12.5,156.25,
KD Karthik,Pace,Death,2,3,25,11,2,12.5,227.27,RR
Ishan Kishan,Spin,Death,2,2,25,10,0,,250.0,MI
Bilal Zalmai,Pace,Death,1,2,25,11,0,,227.27,
RD Gaikwad,Spin,Death,1,4,25,21,1,25.0,119.05,GT
CH Morris,Pace,Middle,2,1,25,10,1,25.0,250.0,
Akshay Karnewar,Spin,Death,1,1,25,16,0,,156.25,PBKS
Hassan Nawaz,Pace,Death,2,2,25,8,0,,312.5,RCB
Ishaan Gadekar,Pace,PP,2,5,25,27,1,25.0,92.59,SRH
BJ McMullen,Spin,Death,1,3,25,14,1,25.0,178.57,RR
KD Karthik,Pace,Middle,2,2,25,18,0,,138.89,RR
TH David,Pace,Middle,2,3,25,15,1,25.0,166.67,PBKS
Shakib Al Hasan,Spin,Death,1,4,25,29,0,,86.21,
Rahul Singh,Pace,Death,2,4,25,18,3,8.33,138.89,RCB
YBK Jaiswal,Spin,PP,1,4,25,18,3,8.33,138.89,RR
AR Ramjani,Spin,Death,2,6,24,32,1,24.0,75.0,PBKS
RM Patidar,Spin,PP,2,2,24,19,0,,126.32,KKR
Faisal Khan,Spin,Death,1,1,24,13,1,24.0,184.62,RCB
RR Pant,Pace,Death,1,4,24,12,1,24.0,200.0,GT
MA Agarwal,Pace,Middle,2,2,24,22,0,,109.09,DC
Abishek Porel,Spin,PP,1,3,24,15,1,24.0,160.0,RR
Anmolpreet Singh,Pace,PP,1,2,24,23,2,12.0,104.35,CSK
WG Jacks,Spin,Death,2,2,24,9,1,24.0,266.67,LSG
DS Airee,Pace,Death,2,1,24,14,1,24.0,171.43,CSK
DP Conway,Spin,Middle,2,2,24,20,1,24.0,120.0,PBKS
JJ Smit,Spin,Middle,1,4,24,19,0,,126.32,PBKS
N Pooran,Spin,PP,2,3,24,19,1,24.0,126.32,MI
JC Archer,Pace,Death,1,5,24,28,3,8.0,85.71,LSG
TB Robinson,Pace,PP,1,1,24,16,1,24.0,150.0,RR
MS Pepper,Spin,Middle,1,2,24,12,1,24.0,200.0,
RR Rossouw,Pace,Middle,2,3,24,9,0,,266.67,SRH
V Nigam,Pace,Death,2,3,24,14,1,24.0,171.43,GT
P Simran Singh,Spin,Death,2,4,24,19,2,12.0,126.32,SRH
C Green,Spin,Death,1,3,24,14,2,12.0,171.43,KKR
Khrievitso Kense,Spin,Death,2,6,24,19,2,12.0,126.32,RCB
Nithish Kumar Reddy,Pace,Middle,2,4,24,19,3,8.0,126.32,SRH
Washington Sundar,Pace,Death,2,4,23,13,3,7.67,176.92,PBKS
Ashutosh Aman,Spin,Death,2,2,23,12,2,11.5,191.67,
PHKD Mendis,Spin,Death,1,4,23,14,2,11.5,164.29,DC
TM Head,Spin,PP,1,3,23,13,2,11.5,176.92,
Rashid Khan,Spin,Death,1,3,23,19,2,11.5,121.05,MI
Rahul Singh,Spin,PP,1,2,23,14,1,23.0,164.29,RCB
KL Rahul,Pace,Death,1,3,23,11,0,,209.09,SRH
RS Hangargekar,Pace,Death,2,3,23,9,2,11.5,255.56,
DS Airee,Pace,Death,1,2,23,8,1,23.0,287.5,CSK
Sakibul Gani,Spin,Death,1,2,23,10,1,23.0,230.0,RCB
Karan Shinde,Spin,Death,1,2,23,6,0,,383.33,RCB
SL Malinga,Pace,Death,2,3,23,12,0,,191.67,PBKS
B Sai Sudharsan,Pace,Death,2,4,23,17,3,7.67,135.29,PBKS
RK Singh,Spin,Middle,1,3,23,19,1,23.0,121.05,MI
Waseem Muhammad,Spin,Middle,2,2,23,17,0,,135.29,
Karan Lal,Spin,Death,1,6,23,18,2,11.5,127.78,RR
D Wiese,Spin,Death,2,2,23,16,2,11.5,143.75,GT
CH Morris,Spin,Middle,2,2,23,20,2,11.5,115.0,
RR Rossouw,Spin,Middle,2,3,22,12,1,22.0,183.33,SRH
GF Linde,Pace,Middle,1,3,22,20,2,11.0,110.0,GT
V Suryavanshi,Spin,Death,2,2,22,9,2,11.0,244.44,PBKS
D Brevis,Pace,Death,2,3,22,17,0,,129.41,LSG
V Puthur,Spin,Death,2,3,22,19,2,11.0,115.79,DC
P Simran Singh,Pace,Death,1,1,22,11,0,,200.0,SRH
AHT Donald,Spin,Middle,2,1,22,12,1,22.0,183.33,
J Fraser-McGurk,Pace,Middle,2,3,22,16,1,22.0,137.5,KKR
Sikandar Raza,Pace,Death,2,1,22,12,1,22.0,183.33,
H Klaasen,Pace,Death,2,2,22,10,2,11.0,220.0,CSK
KH Pandya,Pace,Death,1,2,22,10,0,,220.0,RR
Ishan Kishan,Spin,PP,2,4,22,21,2,11.0,104.76,MI
Ankit Kumar,Spin,PP,1,2,22,18,1,22.0,122.22,RR
Bilal Zalmai,Pace,Death,2,3,22,14,2,11.0,157.14,
PD Salt,Pace,Death,2,3,22,12,1,22.0,183.33,RCB
PP Shaw,Spin,Middle,2,2,21,21,2,10.5,100.0,MI
Hemang Patel,Spin,Middle,1,3,21,15,2,10.5,140.0,
A Nagwaswalla,Pace,Death,2,6,21,26,3,7.0,80.77,RR
HS Desai,Pace,PP,1,3,21,12,0,,175.0,CSK
RR Pant,Spin,Middle,1,3,21,16,1,21.0,131.25,GT
N Wadhera,Spin,Death,2,4,21,14,3,7.0,150.0,KKR
HS Desai,Pace,PP,2,2,21,23,1,21.0,91.3,CSK
AA Kulkarni,Spin,Middle,1,2,21,17,1,21.0,123.53,GT
AD Russell,Spin,Death,1,3,21,11,3,7.0,190.91,DC
Ravi Singh,Pace,Death,2,4,21,15,1,21.0,140.0,KKR
AM Rahane,Spin,Death,2,4,21,18,2,10.5,116.67,MI
Tushar Raheja,Pace,Middle,2,1,21,8,1,21.0,262.5,SRH
Bilal Zalmai,Spin,Death,1,2,21,12,0,,175.0,
Shubman Gill,Spin,Death,2,2,21,12,1,21.0,175.0,LSG
Shaheen Shah Afridi,Pace,Death,1,4,21,30,3,7.0,70.0,MI
AM Hardie,Spin,PP,2,3,21,24,1,21.0,87.5,CSK
Ramandeep Singh,Pace,Middle,1,2,21,17,0,,123.53,LSG
JC Buttler,Spin,PP,2,3,21,14,1,21.0,150.0,LSG
Suryansh Shedge,Spin,Death,2,3,21,8,2,10.5,262.5,CSK
HS Desai,Pace,Middle,1,2,21,18,2,10.5,116.67,CSK
YS Chahal,Pace,Death,2,2,21,13,1,21.0,161.54,RCB
TB Robinson,Spin,Death,2,1,21,7,1,21.0,300.0,RR
TP Ura,Pace,Middle,1,6,21,20,1,21.0,105.0,PBKS
WL Madsen,Spin,PP,1,4,21,27,0,,77.78,MI
M Siddharth,Spin,Death,2,4,21,9,2,10.5,233.33,CSK
Waseem Muhammad,Pace,Middle,2,3,21,15,2,10.5,140.0,
Ankit Kumar,Pace,PP,1,4,21,13,1,21.0,161.54,RR
HC Brook,Spin,Middle,1,1,20,19,1,20.0,105.26,
Anmolpreet Singh,Pace,Middle,2,2,20,13,0,,153.85,CSK
AK Markram,Pace,PP,1,1,20,10,0,,200.0,DC
Ishaan Gadekar,Spin,Middle,1,2,20,12,2,10.0,166.67,SRH
Babar Azam,Pace,Middle,2,1,20,15,1,20.0,133.33,
Ankit Kumar,Spin,Middle,2,1,20,12,1,20.0,166.67,RR
Sumit Kumar,Pace,Death,1,1,20,15,0,,133.33,
DW Lawrence,Spin,Death,1,3,20,12,0,,166.67,DC
MS Dhoni,Pace,Death,1,1,20,11,0,,181.82,CSK
R Sai Kishore,Pace,Death,2,3,20,9,0,,222.22,MI
LS Livingstone,Pace,PP,2,1,20,15,0,,133.33,KKR
LS Livingstone,Pace,Middle,2,3,20,11,2,10.0,181.82,KKR
Kumar Kushagra,Pace,Death,2,2,20,7,1,20.0,285.71,GT
PHKD Mendis,Spin,PP,1,4,20,29,1,20.0,68.97,DC
Jay Gohil,Pace,Middle,1,5,19,18,2,9.5,105.56,LSG
AHT Donald,Pace,Middle,1,1,19,8,0,,237.5,
V Nigam,Spin,PP,2,1,19,11,1,19.0,172.73,GT
Naseem Shah,Spin,Death,2,1,19,8,0,,237.5,
HH Pandya,Spin,Middle,1,3,19,16,2,9.5,118.75,MI
BM Duckett,Pace,Death,2,2,19,6,1,19.0,316.67,SRH
MA Starc,Pace,Death,1,9,19,33,8,2.38,57.58,KKR
D Padikkal,Spin,PP,2,1,19,15,0,,126.67,KKR
SN Khan,Pace,PP,2,2,19,11,2,9.5,172.73,RCB
Rahul Singh,Spin,Death,1,1,19,8,0,,237.5,RCB
Kumar Kushagra,Spin,Middle,2,3,19,18,2,9.5,105.56,GT
RR Rossouw,Pace,Death,2,3,19,8,2,9.5,237.5,SRH
Tarang Gohel,Pace,Death,1,3,19,10,2,9.5,190.0,DC
T Banton,Pace,Death,1,2,19,16,1,19.0,118.75,MI
RA Bawa,Spin,Death,1,2,19,9,0,,211.11,SRH
JN Loftie-Eaton,Pace,PP,2,2,19,21,2,9.5,90.48,RR
Yuvraj Singh,Pace,Death,2,2,18,10,1,18.0,180.0,CSK
AGS Gous,Pace,Death,2,1,18,8,1,18.0,225.0,KKR
Yash Thakur,Pace,Death,1,3,18,18,0,,100.0,MI
Sikandar Raza,Spin,Death,1,3,18,8,1,18.0,225.0,
AK Markram,Pace,Middle,2,1,18,19,1,18.0,94.74,DC
Ashwin Das,Pace,Death,1,4,18,16,1,18.0,112.5,LSG
JM Vince,Pace,Death,2,1,18,10,1,18.0,180.0,
PWH de Silva,Pace,Death,2,4,18,9,2,9.0,200.0,RCB
TP Ura,Pace,PP,2,2,18,8,1,18.0,225.0,PBKS
Karan Lal,Pace,Death,1,4,18,19,1,18.0,94.74,RR
DP Conway,Spin,Death,1,2,18,13,2,9.0,138.46,PBKS
RK Singh,Spin,Death,2,5,18,9,1,18.0,200.0,MI
Salil Arora,Spin,Death,1,2,18,7,0,,257.14,RCB
AD Russell,Pace,Middle,1,2,18,11,1,18.0,163.64,DC
J Fraser-McGurk,Spin,Middle,1,1,18,15,1,18.0,120.0,KKR
LS Livingstone,Spin,PP,1,2,18,12,0,,150.0,KKR
Jagjit Singh,Pace,Death,1,2,18,13,0,,138.46,SRH
Utkarsh Singh,Pace,Death,1,2,18,14,0,,128.57,PBKS
GF Linde,Spin,Middle,1,3,18,17,0,,105.88,GT
JR Hazlewood,Pace,Death,2,6,18,23,6,3.0,78.26,RR
Azmatullah Omarzai,Pace,Middle,1,1,18,11,0,,163.64,
Azmatullah Omarzai,Spin,Middle,1,2,18,21,1,18.0,85.71,
DJ Bravo,Pace,Death,2,2,18,10,1,18.0,180.0,
SB Dubey,Pace,Death,1,3,18,13,2,9.0,138.46,
JP Inglis,0,Middle,1,1,18,8,0,,225.0,GT
V Kohli,Spin,Death,2,3,18,11,1,18.0,163.64,RR
Bilal Zalmai,Pace,PP,1,1,18,8,1,18.0,225.0,
Shashank Singh,Pace,PP,1,2,18,8,0,,225.0,PBKS
PHKD Mendis,Pace,Death,1,2,18,9,1,18.0,200.0,DC
RK Bhui,Pace,Middle,1,1,18,13,0,,138.46,KKR
Samant Jakhar,Spin,Middle,2,1,18,13,1,18.0,138.46,DC
JL Smith,Spin,Middle,1,1,18,17,0,,105.88,
TA Boult,Pace,Middle,2,2,18,11,1,18.0,163.64,MI
M Prasidh Krishna,Pace,Death,2,4,17,15,2,8.5,113.33,RR
SZ Mulani,Spin,Death,1,4,17,21,1,17.0,80.95,LSG
LS Livingstone,Spin,Death,1,3,17,14,0,,121.43,KKR
AA Kulkarni,Spin,PP,1,3,17,11,2,8.5,154.55,GT
Tilak Varma,Pace,Death,2,3,17,8,1,17.0,212.5,CSK
N Pooran,Pace,PP,2,5,17,15,1,17.0,113.33,MI
D Ferreira,Spin,Death,2,2,17,7,1,17.0,242.86,GT
Urvil Patel,Pace,PP,2,1,17,7,0,,242.86,MI
DS Airee,Spin,Death,1,3,17,13,1,17.0,130.77,CSK
Ankit Kumar,Spin,Middle,1,2,17,10,2,8.5,170.0,RR
AB de Villiers,Spin,PP,2,1,17,14,0,,121.43,RR
Hemang Patel,Pace,Middle,1,2,17,23,0,,73.91,
M Prasidh Krishna,Pace,Death,1,2,17,11,1,17.0,154.55,RR
MG Erasmus,Spin,Death,2,3,17,15,2,8.5,113.33,
Ramandeep Singh,Pace,Middle,2,1,17,10,1,17.0,170.0,LSG
SR Hain,Pace,Middle,1,2,17,17,1,17.0,100.0,
KD Karthik,Spin,Middle,1,2,17,12,0,,141.67,RR
MK Lomror,Spin,PP,1,1,17,13,0,,130.77,
Q de Kock,Spin,PP,2,2,17,21,1,17.0,80.95,
RK Singh,Spin,Death,1,3,17,16,2,8.5,106.25,MI
RA Bawa,Spin,Middle,2,1,17,7,0,,242.86,SRH
D Wiese,Pace,Middle,1,5,17,19,2,8.5,89.47,GT
AR Ramjani,Pace,Death,1,3,17,17,1,17.0,100.0,PBKS
Abishek Porel,Spin,Middle,2,4,17,20,4,4.25,85.0,RR
Yuvraj Chaudhary,Spin,PP,1,1,17,6,1,17.0,283.33,
Nithish Kumar Reddy,Spin,Middle,2,3,16,20,2,8.0,80.0,SRH
Ramandeep Singh,Pace,Death,2,3,16,12,1,16.0,133.33,LSG
GD Phillips,Spin,Death,2,5,16,15,2,8.0,106.67,GT
R Shepherd,Spin,Death,1,3,16,8,1,16.0,200.0,GT
R Tewatia,Spin,Death,1,5,16,16,2,8.0,100.0,
Usman Khan (2),Spin,PP,1,1,16,7,0,,228.57,
RA Bawa,Pace,Death,2,2,16,8,2,8.0,200.0,SRH
Mohammad Nabi,Spin,Middle,1,3,16,20,0,,80.0,LSG
JG Bethell,Pace,Middle,1,2,16,14,0,,114.29,RR
AR Ramjani,Spin,Death,1,5,16,13,1,16.0,123.08,PBKS
AD Russell,Pace,Middle,2,3,16,10,1,16.0,160.0,DC
Ashutosh Sharma,Pace,Middle,2,2,16,14,0,,114.29,RCB
Shashank Singh,Pace,PP,2,2,16,10,1,16.0,160.0,PBKS
Tushar Raheja,Spin,PP,2,2,16,7,0,,228.57,SRH
Washington Sundar,Spin,Middle,1,5,16,22,1,16.0,72.73,PBKS
DW Lawrence,Spin,Middle,1,1,16,23,0,,69.57,DC
Ravi Singh,Pace,Death,1,2,16,12,2,8.0,133.33,KKR
DS Airee,Spin,Middle,1,3,16,16,2,8.0,100.0,CSK
BA Stokes,Pace,PP,1,1,16,6,0,,266.67,RR
R Parag,Spin,PP,1,4,16,13,1,16.0,123.08,GT
Usman Khan (2),Pace,PP,1,1,16,9,0,,177.78,
N Pooran,Spin,PP,1,1,16,6,0,,266.67,MI
Arshdeep Singh,Spin,Death,1,3,16,12,0,,133.33,LSG
PHKD Mendis,Pace,PP,2,2,15,9,0,,166.67,DC
MP Stoinis,Pace,Death,1,3,15,9,3,5.0,166.67,KKR
JL Smith,Spin,Death,1,2,15,7,1,15.0,214.29,
Sanvir Singh,Pace,Death,1,1,15,9,1,15.0,166.67,GT
DR Sams,Pace,Middle,2,1,15,11,0,,136.36,
D Potgieter,Pace,Middle,2,1,15,7,0,,214.29,
Sanvir Singh,Pace,Death,2,2,15,5,1,15.0,300.0,GT
DP Conway,Spin,PP,1,2,15,13,1,15.0,115.38,PBKS
B Indrajith,Spin,Middle,1,1,15,6,0,,250.0,RCB
BA Stokes,Pace,Middle,1,3,15,13,2,7.5,115.38,RR
EA Brookes,Pace,PP,2,1,15,13,0,,115.38,
MG Erasmus,Pace,Death,2,2,15,5,1,15.0,300.0,
JDS Neesham,Spin,Middle,1,1,15,11,1,15.0,136.36,
Usman Khan (2),Pace,Middle,1,1,15,10,0,,150.0,
B Sai Sudharsan,Spin,Death,1,4,15,15,3,5.0,100.0,PBKS
V Nigam,Spin,Middle,2,3,15,11,0,,136.36,GT
Shakib Al Hasan,Pace,Death,1,2,15,10,0,,150.0,
KD Karthik,Spin,Death,2,2,15,8,2,7.5,187.5,RR
PHKD Mendis,Pace,Middle,1,2,15,11,1,15.0,136.36,DC
YK Pathan,Pace,Middle,2,3,15,17,2,7.5,88.24,KKR
SP Narine,Pace,Death,2,1,14,8,1,14.0,175.0,KKR
Tejasvi Dahiya,Spin,Middle,2,1,14,7,1,14.0,200.0,LSG
S Lamichhane,Spin,Death,2,3,14,8,1,14.0,175.0,DC
Tanush Kotian,Spin,Middle,1,3,14,11,2,7.0,127.27,CSK
R Sai Kishore,Pace,Death,1,3,14,6,0,,233.33,MI
Shashank Singh,Spin,PP,2,3,14,9,1,14.0,155.56,PBKS
TH David,Pace,PP,2,2,14,16,1,14.0,87.5,PBKS
PP Shaw,Spin,PP,2,3,14,11,2,7.0,127.27,MI
Ravi Singh,Spin,Death,2,5,14,11,4,3.5,127.27,KKR
M Pathirana,Pace,Death,2,5,14,16,3,4.67,87.5,RCB
Yashvardhan Dalal,Pace,PP,2,1,14,10,0,,140.0,DC
N Wadhera,Pace,Death,2,6,14,11,6,2.33,127.27,KKR
KA Maharaj,Spin,Death,1,4,14,7,0,,200.0,SRH
NA Rathva,Spin,PP,2,2,14,14,2,7.0,100.0,RR
Jagjit Singh,Pace,Middle,1,1,14,12,0,,116.67,SRH
Hassan Nawaz,Spin,PP,2,2,14,6,0,,233.33,RCB
YK Pathan,Spin,Middle,2,5,14,16,2,7.0,87.5,KKR
Akash Vasisht,Spin,PP,2,1,14,12,1,14.0,116.67,SRH
Harsh Dubey,Spin,Death,1,2,14,7,0,,200.0,RCB
AD Russell,Spin,Middle,1,3,14,6,1,14.0,233.33,DC
LUVNITH SISODIA,Spin,Middle,1,1,14,9,1,14.0,155.56,LSG
JG Bethell,Spin,Death,1,2,14,9,2,7.0,155.56,RR
A Mhatre,Pace,PP,1,2,14,15,2,7.0,93.33,KKR
DP Conway,Spin,Death,2,2,14,10,1,14.0,140.0,PBKS
HJ Manenti,Pace,Death,1,3,14,18,1,14.0,77.78,CSK
Kuldeep Yadav,Spin,Death,2,3,14,24,2,7.0,58.33,SRH
D Padikkal,Spin,Death,2,1,14,9,0,,155.56,KKR
DAJ Bracewell,Pace,Middle,2,2,14,5,2,7.0,280.0,
Abhishek Sharma,Spin,Death,2,1,14,5,0,,280.0,MI
AR Patel,Spin,Middle,2,4,14,21,1,14.0,66.67,CSK
MG Erasmus,Spin,PP,2,2,13,15,0,,86.67,
T Natarajan,Spin,Death,2,2,13,8,0,,162.5,CSK
Z Khan,Pace,Death,2,1,13,12,1,13.0,108.33,
PP Shaw,Pace,PP,2,2,13,8,1,13.0,162.5,MI
Sikandar Raza,Pace,Death,1,3,13,5,0,,260.0,
JJ Bumrah,Pace,Death,2,5,13,8,4,3.25,162.5,DC
Suryansh Shedge,Pace,Death,1,3,13,18,3,4.33,72.22,CSK
JDS Neesham,Pace,Death,2,3,13,8,3,4.33,162.5,
AV Wankhade,Spin,Middle,1,2,13,16,2,6.5,81.25,CSK
Ramandeep Singh,Spin,Middle,1,1,13,6,0,,216.67,LSG
Q de Kock,0,PP,1,1,13,4,0,,325.0,
MR Marsh,Spin,Death,2,3,13,12,1,13.0,108.33,SRH
KD Karthik,Pace,Middle,1,2,13,5,1,13.0,260.0,RR
SR Dickson,Spin,Death,2,2,13,11,1,13.0,118.18,RCB
AR Patel,Pace,Death,1,2,13,12,1,13.0,108.33,CSK
RR Pant,Pace,Middle,1,1,13,8,0,,162.5,GT
T Banton,Spin,Death,2,1,13,7,1,13.0,185.71,MI
JN Loftie-Eaton,Spin,Middle,1,2,13,13,0,,100.0,RR
Shakib Al Hasan,Spin,Death,2,3,13,13,1,13.0,100.0,
RA Tripathi,Pace,Middle,2,1,13,10,1,13.0,130.0,
AR Ramjani,Pace,Death,2,4,13,8,2,6.5,162.5,PBKS
Abishek Porel,Pace,Death,2,3,13,9,3,4.33,144.44,RR
Akash Vasisht,Pace,Death,2,5,13,15,2,6.5,86.67,SRH
KD Karthik,Spin,Middle,2,3,12,13,1,12.0,92.31,RR
Abishek Porel,0,Middle,1,1,12,4,0,,300.0,RR
Yuvraj Chaudhary,Pace,PP,1,1,12,10,0,,120.0,
KH Pandya,Spin,Middle,1,1,12,18,0,,66.67,RR
Yuvraj Chaudhary,Spin,PP,2,1,12,9,1,12.0,133.33,
RR Rossouw,Pace,PP,1,3,12,9,1,12.0,133.33,SRH
KD Karthik,Spin,Death,1,1,12,11,1,12.0,109.09,RR
MP Stoinis,Spin,Middle,1,2,12,11,1,12.0,109.09,KKR
AHT Donald,Spin,Death,1,1,12,11,1,12.0,109.09,
JJ Bumrah,Spin,Death,2,2,12,4,0,,300.0,DC
AHT Donald,Spin,Middle,1,1,12,9,0,,133.33,
Jagjit Singh,Pace,Middle,2,3,12,18,1,12.0,66.67,SRH
Avesh Khan,Pace,Middle,2,1,12,17,0,,70.59,GT
JM Vince,Pace,Middle,2,1,12,8,0,,150.0,
T Natarajan,Pace,Death,2,3,12,8,2,6.0,150.0,CSK
Tarang Gohel,Pace,Death,2,2,12,5,1,12.0,240.0,DC
WL Madsen,Pace,Middle,1,4,12,9,0,,133.33,MI
SS Prabhudessai,Pace,PP,2,2,12,10,1,12.0,120.0,MI
Gaurav Puri,Pace,Middle,2,3,12,6,0,,200.0,LSG
Shadab Khan,Pace,Middle,1,1,12,6,0,,200.0,SRH
Shashwat Rawat,Pace,Middle,1,2,12,7,1,12.0,171.43,PBKS
